Collection Name,identifier#1,identifierSource#1,title#1,title#1$2,title#1$1,titleType#1,titleSeries#1,subject#1,subjectAuthorityUsed#1,subject#2,subjectAuthorityUsed#2,subject#3,subjectAuthorityUsed#3,subject#4,subjectAuthorityUsed#4,subject#5,subjectAuthorityUsed#5,subject#6,subjectAuthorityUsed#6,subject#7,subjectAuthorityUsed#7,subject#8,subjectAuthorityUsed#8,description#1$1,description#1$2,description#1,descriptionType#1,description#2,descriptionType#2,genre#1,genreAuthorityUsed#1,coverageTemporal#1,coverageSpatial#1,contributor#1,contributorRole#1,contributor#10,contributorRole#10,contributor#11,contributorRole#11,contributor#2,contributorRole#2,contributor#3,contributorRole#3,contributor#4,contributorRole#4,contributor#5,contributorRole#5,contributor#6,contributorRole#6,contributor#7,contributorRole#7,contributor#8,contributorRole#8,contributor#9,contributorRole#9,publisher#1,publisherRole#1,rightsSummary#1,formatPhysical#1,formatDigital#1,formatLocation#1,formatMediaType#1,formatGenerations#1,formatStandard#1,formatEncoding#1,formatTimeStart#1,formatDuration#1,formatDataRate#1,formatBitDepth#1,formatSamplingRate#1,formatTracks#1,formatChannelConfiguration#1,language#1,formatIdentifier#1,formatIdentifierSource#1,annotation#1,annotation#2,annotation#3,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
Conference On World Affairs Archives,cwa_63-2.mp3,"CWA/Archives, University of Colorado at Boulder",Asymmetry and Arms Control,,,Program,Series XI: Disarmament,Nuclear arms control,LCSH,Cold War -- Philosophy.,LCSH,Cold War -- Strategic aspects.,LCSH,Nuclear Warfare -- prevention & control.,LCSH,,,,,,,,,,,"Moderated by Cecil Effinger. This is the first of five panels in the World Affairs Conference of Disarmament. Harvey Averch argues that ""Western values"" have created a ""philosophy of force,"" creating ""symmetry"" through nuclear stalemate. He proposes alternative strategies hinging on arms control and diplomacy while still maintaining some nuclear weapons as ""deterrents."" Feigen asserts that the U.S. and the Soviet Union should not have the power to use weapons that will spread radiation across the globe and that a greater number of nuclear weapons increase the chances of ""accidental war."" He also argues for diplomacy and a world government like the UN. Averch returns to talk about systems analysis, emphasizing the importance of inspection in maintaining arms control.",Program,00:00:03 Cecil Effinger begins 00:05:01 Effinger ends 00:05:10 Harvey Averch begins 00:34:28 Averch ends 00:34:50 Gerald M. Feigen begins 00:44:24 Feigen ends 00:44:26 Averch begins 00:47:32 Averch ends 00:47:43 Questions from the audience begin 01:14:20 Effinger begins 01:14:59 Effinger ends 01:15:05 End of tape,SegmentSequence,,,4/8/1963,Guggenheim Geography,"Davis, G. Deane",Panelist,,,,,"Averch, Harvey",Panelist,"Fryklund, Richard",Panelist,"Feigen, Gerald M.",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 22, Tape 63-2",Sound,Audio/Original recording,MPEG Audio,mp3,14:10:00-7:00,1:15:05,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/13ifu3,"CWA/Archives, University of Colorado at Boulder",NLB,,,489303,455,cwa_63-2.jpg
Conference On World Affairs Archives,cwa_63-1.mp3,"CWA/Archives, University of Colorado at Boulder",The Constitution--The Living Versus the Literal,,,Program,The Power in Washington,Legislative bodies -- United States,LCSH,United States -- Constitution,LCSH,Two-party systems,LCSH,,,,,,,,,,,,,"The speaker's argument is that increasingly, decisions are being carried out by the Supreme Court and that the executive is becoming only the packager of legislative programs. Also, recently there has been a decline in the role of parties in bringing together factions and compromising in issues such as national security, policies, and the economy. Thus, there has been a rise in individual groups pressuring political agendas through manipulating propaganda, resulting in the decline of power for political parties. This brings with it the concern of editorial power and news filtration. Looking at this issue, suggestions for improvement range from creating a sub-government to having a quota system.",Program,@00:07 Chairman introduces speaker and topic @1:28 Cater speaks @37:47 Feigan speaks @42:39 Simon speaks @44:46 discussions open to audience @59:13 tape ends,SegmentSequence,,,4/8/1963,Guggenheim Geography 201,"Cater, Douglass, 1923-1995",Panelist,,,,,"Feigan, Gerald",Panelist,"Simon, Walter",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 22, Tape 63-1",Sound,Audio/Original recording,MPEG Audio,mp3,16:10:00-07:00,0:59:13,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/7w9618,"CWA/Archives, University of Colorado at Boulder",,,,472879,455,cwa_63-1.jpg
Conference On World Affairs Archives,cwa_76-74.mp3,"CWA/Archives, University of Colorado at Boulder",Function of Literature in Emergent Nations,,,Program,Series XVIII: Evolutionary Dynamics,Postcolonialism in literature,LCSH,Postcolonialism -- Social aspects,LCSH,Developing countries,LCSH,,,,,,,,,,,,,@00:04 host introduces panel and speakers @3:12 Simon begins @10:52 Simon ends / Eady begins @18:10 Eady ends / Bock begins @22:58 Bock ends / Moos begins @33:45 discussion with panel and audience begins @1:09:30 tape ends,SegmentSequence,"Moderated by Robert E. Day. For countries newly emerged from colonialism, the speakers propose that literature can shape the lives of the nation and produce revolutionary change. The speakers speculate that literature may result in the growth of society, when literature relates to the rest of the world. Literary means can educate people about society and the integration of ideas. The speakers contend that we must understand the basic needs of society, rather than fight over politics. One speaker claims that writers in many Southeast Asian nations express the lives of their countries by writing about their people.",Program,,,4/8/1976,University Memorial Center 156,"Eady, Toby",Panelist,,,,,"Bock, Philip K.",Panelist,"Simon, Myron",Panelist,"Moos, Felix",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 131, Tape 76-74",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,1:09:30,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/xg927d,"CWA/Archives, University of Colorado at Boulder",,,,473249,455,cwa_76-74.jpg
Conference On World Affairs Archives,cwa_76-5P.mp3,"CWA/Archives, University of Colorado at Boulder",Message to the Media for the Third Century,,,Program,Plenary session,Mass media -- Public opinion,LCSH,Press -- Public opinion,LCSH,Freedom of the press,LCSH,,,,,,,,,,,,,@00:02 host introduces speaker @3:10 Morgan begins @31:14 Morgan ends @44:46 tape ends,SegmentSequence,"Moderated by Eugene H. Wilson. The speaker claims there is a gap between the people and the media, which is not doing their job: they fail to inform the public and they promote controversy. He claims that news is being filtered through a person's voice and face by 2 elements in the media: sight and sound (television and radio). Instead, he contends that the media should document issues at the heart of our national security, such as improving education. He feels that news stories should relate to the public's interests. He concludes that knowledge, constructive controversy and genuine enlightenment fuel the government by the people and for the people.",Program,,,4/8/1976,Macky Auditorium,"Morgan, Edward P., 1910-1993",Speaker,,,,,,,,,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 126, Tape 76-5P",Sound,Audio/Original recording,MPEG Audio,mp3,11:00:00-07:00,0:44:46,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/47wsch,"CWA/Archives, University of Colorado at Boulder",,,,473229,455,cwa_76-5P.jpg
Conference On World Affairs Archives,cwa_76-66.mp3,"CWA/Archives, University of Colorado at Boulder",Sweet Cream Ladies,,,Program,Series X: The Job of Sex,,,,,,,,,,,,,,,,,,,"Moderated by J. Russel McGoodwin. Pepper Schwartz discusses what being a prostitute is like and how this affects typical male-female relationships. Roger Ebert notes that all of the past nominees for Best Actress and Best Supporting Actress had women portraying royalty or whores. Schwartz returns to state that women must find an identity that is in-between the Madonna-whore complex. Sonya Hamlin discusses how her sexual fantasies were ignored by her partner and how creating fantasies is beneficial. The panelists discuss vibrators, long-term relationships, sexual incompatibility, sex counseling, and communication between partners, the purpose of prostitutes, pornography, sadomasochism, and homosexuality.",Program,,,,,4/8/1976,Guggenheim Geography 201,"Hamlin, Sonya",Panelist,,,,,"Ebert, Roger",Panelist,"Schwartz, Pepper",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 130, Tape 76-66",Sound,Audio/Original recording,MPEG Audio,mp3,14:00:00-07:00,0:29:08,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,538693,468,76-66.output.jpg
Conference On World Affairs Archives,cwa_77-74.mp3,"CWA/Archives, University of Colorado at Boulder",Flexi-Time,,,Program,Series IX: Life Styles,,,,,,,,,,,,,,,,,,,"Moderated by M. John Loeffler. Christopher T. Cory begins by briefly introducing himself. Then, Bonnie S. Hyra explains her definition of flexi-time and states 7 ways jobs can be divided. Christopher T. Cory talks about restructuring the balance between the demands of work and production. Cory then briefly talks about the satisfactions received from a job. Sonya Hamlin speaks from personal experience and discusses why flexi-time is necessary. Hamlin also explains how flexi-time opens up possibilities. Jane Howard talks about her lifestyle as a free-lance writer.",Program,,,,,4/8/1977,Cristol Chemistry and Biochemistry 132,"Hamlin, Sonya",Panelist,,,,,"Howard, Jane",Panelist,"Cory, Christopher T.",Panelist,"Hyra, Bonnie S.",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,,Sound,Audio/Original recording,MPEG Audio,mp3,14:00:00-07:00,0:59:14,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/45jceu,"CWA/Archives, University of Colorado at Boulder",sh,,,538729,468,77-74.output.jpg
Conference On World Affairs Archives,cwa_80-7P.mp3,"CWA/Archives, University of Colorado at Boulder",China After Mao-Death of a Resolution,,,Program,Plenary session,Communism,LCSH,"Mao, Zedong, 1893-1976",LCSH,China -- History -- 20th century,,"China (Soviet Republic, 1931-1937)",LCSH,Political science -- Philosophy,LCSH,Political ethics -- China -- History,LCSH,Politics -- China,LCSH,,,,,"Speaker, professor Ralph Buultjens(New School) talks about the influence of Mao Zedong and his political philosophy in shaping China during the 20th century. He argues that Mao was a historically unique figure in history for his depth of influence in decisions that shaped the current Chinese state. Buultgens argues that with the death of Mao, the Chinese state is undergoing further enormous changes, such as rapid modernization that will have a global impact.",Program,0:00Intro 4:07: Buultjens speech 47:30-End of speech 47:47-Questions intro,SegmentSequence,,,4/8/1980,University Memorial Center Ballroom,"Buultjens, Ralph",Speaker,,,,,,,,,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 159, Tape 80-7P",Sound,Audio/Original recording,MPEG Audio,mp3,20:00:00-07:00,1:18:26,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/jy68o9,"CWA/Archives, University of Colorado at Boulder",,,,473359,455,cwa_80-7P.jpg
Conference On World Affairs Archives,cwa_80-29.mp3,"CWA/Archives, University of Colorado at Boulder",Music as Language,,,Program,Music,Music theory,LCSH,Composition (Music),LCSH,Music and language,LCSH,,,,,,,,,,,,,"In a diverse panel discussion about the relationship of music and language, changes in music syntax and theory are discussed from several academic perspectives(music theory, anthropology, computer science). These experts in various fields discuss the relationship between music and language and if there are distinct similarities between the two. Heavily discussed are the connections to linguistic theory(particularly Chomsky) and whether such ideas can be imported into thinking about music.",Program,0:00-Introduction 2:59-Speakers begin 34:00 Speakers comment on each other 49:05-Questions,SegmentSequence,,,4/8/1980,University Memorial Center 235,"Fin, Robert",Panelist,,,,,"Bach, Philip Carl",Panelist,"Morse, Michael",Panelist,"Rands, Bernard",Panelist,"Moore, F. Richard",Panelist,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 162, Tape 80-29",Sound,Audio/Original recording,MPEG Audio,mp3,10:00:00,1:51:39,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/sohb31,"CWA/Archives, University of Colorado at Boulder",,,,473349,455,cwa_80-29.jpg
Conference On World Affairs Archives,cwa_91-11.mp3,"CWA/Archives, University of Colorado at Boulder",Lady Chatterley's Author,,,Program,Series XXVIII: Literature,,,,,,,,,,,,,,,,,,,"Moderated by Lewis Sawin. Howard Mills begins by reading and discussing a passage from Lady Chatterley's Lover written by D. H. Lawrence. Sayre P. Sheldon talks about how Lady Chatterley's Lover was her sex education. Sheldon explains why feminists dislike Lawrence. Sheldon then discusses how Lawrence saw sex as the male domination of the female. Katherine Neville talks about how all the books she has read that's written by Lawrence have male characters that are very intriguing. Roger Ebert explains why the keyword in the title, Lady Chatterley's Lover, is ""lady"". Eric Lax reads and discusses passages from a few novels.",Program,,,,,4/8/1991,University Club,"Ebert, Roger",Panelist,,,,,"Lax, Eric",Panelist,"Mills, Howard",Panelist,"Neville, Katherine",Panelist,"Sheldon, Sayre P.",Panelist,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mpeg,"Box 255, Tape 91-11",Sound,Audio/Original recording,MPEG Audio,mp3,16:00:00-07:00,1:26:38,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,538999,468,91-11.output.jpg
Conference On World Affairs Archives,cwa_93-64.mp3,"CWA/Archives, University of Colorado at Boulder",View From Hollywood,,,Program,Series XVIII: Families,,,,,,,,,,,,,,,,,,,Moderated by Laura Marshall. Roger Ebert begins by talking about why there are not a lot of Hollywood movies about families. Ebert then states that families are not taken seriously in American films. Kathryn Olney talks about her search for the perfect crossover movie. Charles-Gene McDaniel explains why he blames the decline of good manners on television. McDaniel then discusses how Hollywood has not caught up with the rest of the world in depicting different races and sexual orientations in films.,Program,,,,,4/8/1993,University Memorial Center Ballroom,"Ebert, Roger",Panelist,,,,,"McDaniel, Charles-Gene",Panelist,"Olney, Kathryn",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,VHS,audio/mpeg,"Box 304, Tape 93-64",Sound,Audio/Original recording,MPEG Audio,mp3,14:00:00-07:00,1:40:01,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,539089,468,93-64.output.jpg
Conference On World Affairs Archives,cwa_94-18.mp3,"CWA/Archives, University of Colorado at Boulder",C60 Buckmisterfullerenes: the celestial sphere that fell to earth,,,Program,Plenary session,Fullerenes,LCSH,Buckminsterfullerene,LCSH,"Fuller, R. Buckminster, (Richard Buckminster), 1895-1983",LCSH,,,,,,,,,,,,,Moderated by Joseph H. Romig. Harold Kroto discusses the history of molecules and chemistry. He explains the structure of molecules and revolutions in how people view them. Kroto shares the specific techniques involved in discovering the Buckeyball molecule and the exploration of its structure. Kroto details his struggles with studying the molecule and how it came to be named the Buckeyball.,Program,0:30 Joseph H. Romig introduces Professor Harold Kroto 1:03 Harold Kroto begins speaking 57: 31 Kroto finishes speaking 57:56 Romig wraps up 58:00 new tape begins,SegmentSequence,,,4/8/1994,University Memorial Center Ballroom,"Kroto, Harold W.",Speaker,,,,,,,,,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,VHS,audio/mpeg,"Box 306, Tape 94-18",Sound,Audio/Original recording,MPEG Audio,mp3,12:00:00-07:00,0:58:00,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/f1e7b2,"CWA/Archives, University of Colorado at Boulder",,,,356294,455,cwa_94-18.jpg
Conference On World Affairs Archives,cwa_96-11.mp3,"CWA/Archives, University of Colorado at Boulder",The Disintegration of Civil Society,,,Program,,,,,,,,,,,,,,,,,,,,Moderated by Dani Newsum. Lael Segall begins by questioning where civil society came from. Segall then makes an assumption that the features of civil society may have been prescribed by a particular culture in a particular time in history. David Finkle explains how there is some form of integration in society when there is disintegration. Finkle then states how civilization has found a way to put a break on the disintegration of humanity. Finkle briefly talks about how fear makes the world go round. Roger Ebert explains how tribalism is the biggest social disease in the world today. Ebert then discusses how most of the people who are against abortion are women.,Program,,,,,4/8/1996,Old Main Chapel,"Ebert, Roger",Panelist,,,,,"Finkle, David",Panelist,"Segall, Lael",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/8 inch audio cassette,audio/mpeg,"Box 259, Tape 96-11",Sound,Audio/Original recording,MPEG Audio,mp3,14:00:00-07:00,1:36:36,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,539116,468,96-11.output.jpg
Conference On World Affairs Archives,cwa_97-47.mp3,"CWA/Archives, University of Colorado at Boulder",Kill Your Television,,,Program,,,,,,,,,,,,,,,,,,,,"Moderated by Jane Lowenthal. Harvey Wasserman begins by explaining why he chose to get rid of his television set. Wassermann expresses concern about why the most addictive drug of all, television, is not banned at all. Wasserman discusses the addictive and destructive powers of television. Roger Ebert talks about how he spends a lot of time on the computer. Ebert then discusses how the passivity of sitting in front of a television set has been replaced by the ability to surf the web. David Finkle talks about how headlines can change much more often with television.",Program,,,,,4/8/1997,University Memorial Center Ballroom,"Ebert, Roger",Panelist,,,,,"Finkle, David",Panelist,"Wasserman, Harvey",Panelist,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/8 inch audio cassette,audio/mpeg,"Box 262, Tape 97-47",Sound,Audio/Original recording,MPEG Audio,mp3,14:00:00-07:00,1:24:59,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,539179,468,97-47.output.jpg
Conference On World Affairs Archives,cwa_98-3014.mp3,"CWA/Archives, University of Colorado at Boulder",Bill Gates: Hero or Villain,,,Program,,,,,,,,,,,,,,,,,,,,"Moderated by Norwood Robb. Andy Ihnatko discusses Microsoft's failures in programming, gives a personal anecdote about the incompatibility of Microsoft software with other operating systems, and displays a machine that he can control with his Mac. Roger Ebert describes why Microsoft is a successful company, recalls his initial frustrations with Windows, and examines why Windows dominates the business world. Richard Stallman argues that all computer industries are involved in unscrupulous business practices and mentions the development of free software. Tod Nielsen lists the ""Top 10 Lessons"" he learned from Bill Gates.",Program,,,,,4/8/1998,Macky Auditorium,"Ebert, Roger",Panelist,,,,,"Ihnatko, Andy",Panelist,"Nielsen, Tod",Panelist,"Stallman, Richard",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/8 inch audio cassette,audio/mpeg,"Box 266, Tape 98-3014",Sound,Audio/Original recording,MPEG Audio,mp3,10:30:00-07:00,1:23:17,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,,"CWA/Archives, University of Colorado at Boulder",sh,,,539233,468,98-3014.output.jpg
Conference On World Affairs Archives,cwa_63-15.mp3,"CWA/Archives, University of Colorado at Boulder",Arab Socialism,,,Program,Guggenheim 201,Ideology,LCSH,Socialism,LCSH,"Middle East, Social conditions",LCSH,Social problems,LCSH,,,,,,,,,,,"From 1956-1959 there was a founding of a new more progressive middle east  changing with experiences to benefits the middle class and raise the standard of living; thus, contributing to better health, longer lives, and more education. The speaker argues that Arab socialism is much different than the Marxists socialism, noted differences being: a face of nationalism connected with industrialization, health programs, land reforms, and expanding education. In addition, he speaks of industry, foreign aid, manufacturing, and private enterprise for economic development.",Program,@00:02 Host introduces session @ 00:57 Basheer begins @46:11 Basheer ends @46:57 Giffen begins @1:07:28 panel discusses @1:46:43 tape ends,SegmentSequence,,,4/9/1963,Guggenheim Geography 201,"Basheer, Tahseen",Speaker,,,,,,,,,,,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 22, Tape 63-15",Sound,Audio/Original recording,MPEG Audio,mp3,14:10:00-07:00,1:46:43,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/r9m078,"CWA/Archives, University of Colorado at Boulder",,,,472889,455,cwa_63-15.jpg
Conference On World Affairs Archives,cwa_63-22.mp3,"CWA/Archives, University of Colorado at Boulder",NATO--Counterforce,,,Program,Series XIX: War,North Atlantic Treaty Organization,LCSH,"Warfare, Conventional",LCSH,Nuclear warfare -- Prevention.,LCSH,,,,,,,,,,,,,"Moderated by John F. McMahon. Richard Fryklund starts by exploring the possibility of creating a NATO counterforce that would focus on targeting Soviet nuclear weapons in order to avoid a nuclear war targeting cities. Stanley Reed covers the reasons why NATO was founded. Fryklund discusses the why a NATO counterforce would be infeasible. Harvey Averch states that nuclear weapons should only be used ""in direct retaliation"" or in ""the defense of the free world"" and that a NATO counterforce is a better alternative to nuclear warfare. Noel Parrish mentions how previous and current attempts to build up a conventional force in Europe have failed, reasons why a large conventional force will never be amassed by Europe, and how nuclear warfare as the only option. A discussion between the speakers follows.",Program,00:00:04 John F. McMahon begins 00:02:01 McMahon ends 00:02:03 Richard Fryklund begins 00:10:34 Fryklund ends 00:10:38 Stanley Reed begins 00:15:21 Reed ends 00:15:23 Fryklund begins 00:17:07 Fryklund ends 00:17:20 Harvey Averch begins 00:32:34 Averch ends 00:32:35 McMahon begins 00:32:47 McMahon ends 00:32:49 Averch begins 00:33:27 Averch ends 00:33:28 McMahon begins 00:33:33 McMahon ends 00:33:36 Noel Parrish begins 00:49:33 Parrish ends 00:49:34 McMahon begins 00:50:18 McMahon ends 00:50:19 Fryklund begins 00:53:34 Fryklund ends 00:53:38 Averch begins 00:55:38 Averch ends 00:55:43 Parrish begins 00:57:16 Parrish ends 00:58:17 Questions from the audience begins 1:04:20 End of tape,SegmentSequence,,,4/9/1963,University Memorial Center,"Parrish, Noel Francis",Panelist,,,,,"Fryklund, Richard",Panelist,"Averch, Harvey A.",Panelist,"Thomson, John",Panelist,"Reed, Stanley F.",Panelist,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 23, Tape 63-22",Sound,Audio/Original recording,MPEG Audio,mp3,16:10:00-07:00,1:04:20,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/0q7s3i,"CWA/Archives, University of Colorado at Boulder",NLB,,,489310,455,cwa_63-22.jpg
Conference On World Affairs Archives,cwa_63-17.mp3,"CWA/Archives, University of Colorado at Boulder",Test Bans,,,Program,Series XI: Disarmement,Nuclear weapons Testing,LCSH,Arms race,LCSH,Nuclear weapons Soviet Union,LCSH,Nuclear weapons China,LCSH,,,,,,,,,,,"Moderated by John Carnes. Noel Parrish states that banning nuclear weapons testing would not lead to peace since it would upset the ""symmetry"" of force which exists between the U.S. and the Soviet Union. Alexander Zinchuk's greatest concern with test bans is the possibility of one nation getting ahead in the arms race and how inspections would be conducted. Donald Michael posits the creation of an anti-missile missile system and argues that China could be stopped from obtaining nuclear weapons. J.P. Morray states that the Soviet Union has tried to establish a test ban with the U.S., but the U.S. has refused to discuss the issue. Parrish returns to discuss the distinction of offensive and defensive weapons, test bans, and China. Zinchuk refutes Parrish.",Program,00:00:00 John Carnes begins 00:02:59 Carnes ends 00:03:06 Noel Parrish begins 00:09:47 Parrish ends 00:10:00 Alexander Zinchuk begins 00:16:35 Zinchuk ends 00:16:42 Donald Michael begins 00:25:06 Michael ends 00:25:16 J.P. Morray begins 00:37:10 Morray ends 00:37:13 Parrish begins 00:41:45 Parrish ends 00:41:53 Zinchuk begins 00:46:06 Zinchuk ends 00:46:09 Questions from the audience begin 01:34:07 End of tape,SegmentSequence,,,4/9/1963,Cristol Chemistry and Biochemistry,"Morray, J. P. (Joseph P.), 1916-",Panelist,,,,,"Parrish, Noel Francis",Panelist,"Michael, Donald N.",Panelist,"Zinchuk, Alexander",Panelist,,,,,,,,,,,"CWA/Archives, University of Colorado at Boulder",Publisher,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1/4 inch audio tape,audio/mpeg,"Box 22, Tape 63-17",Sound,Audio/Original recording,MPEG Audio,mp3,14:10:00-07:00,1:34:07,128 kbps,16 bits,44.1 kHz,1 audio track,dual-channel mono,English,http://cudl.colorado.edu/luna/servlet/s/7on22g,"CWA/Archives, University of Colorado at Boulder",NLB,,,489296,455,cwa_63-17.jpg
