"Collection Name","identifier#1","identifierSource#1","Identifier ARK#1","identifier#2","identifierSource#2","title#1","titleType#1","titleSeries#1","subject#1","subjectAuthorityUsed#1","subject#2","subjectAuthorityUsed#2","subject#3","subjectAuthorityUsed#3","subject#4","subjectAuthorityUsed#4","subject#5","subjectAuthorityUsed#5","subject#6","subjectAuthorityUsed#6","subject#7","subjectAuthorityUsed#7","subject#8","subjectAuthorityUsed#8","description#1","descriptionType#1","description#2","descriptionType#2","genre#1","genreAuthorityUsed#1","coverageTemporal#1","coverageSpatial#1","contributor#1","contributorRole#1","contributor#10","contributorRole#10","contributor#11","contributorRole#11","contributor#2","contributorRole#2","contributor#3","contributorRole#3","contributor#4","contributorRole#4","contributor#5","contributorRole#5","contributor#6","contributorRole#6","contributor#7","contributorRole#7","contributor#8","contributorRole#8","contributor#9","contributorRole#9","publisher#1","publisherRole#1","rightsSummary#1","dateCreated#1","formatPhysical#1","formatDigital#1","formatMediaType#1","formatGenerations#1","formatStandard#1","formatEncoding#1","formatDataRate#1","formatBitDepth#1","formatSamplingRate#1","formatTracks#1","formatChannelConfiguration#1","language#1","formatPhysical#2","formatDigital#2","formatLocation#2","formatMediaType#2","formatGenerations#2","formatStandard#2","formatEncoding#2","formatTimeStart#2","formatDuration#2","formatDataRate#2","formatBitDepth#2","formatSamplingRate#2","formatTracks#2","formatChannelConfiguration#2","language#2","formatIdentifier#1","formatIdentifierSource#1","annotation#1","annotation#2","annotation#3","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/hj8b7m56812r","cwa_89-59.mp3","CWA/Archives, University of Colorado at Boulder","The Rise and Fall of Intellectual Movie-Going","Program","Series XXIX: Moving Pictures","Motion pictures","http://id.worldcat.org/fast/1027285","Intellect","http://id.worldcat.org/fast/975732","Feature films","http://id.worldcat.org/fast/922105","Documentary films","http://id.worldcat.org/fast/896079","Culture","http://id.worldcat.org/fast/885059","","","","","","","Moderated by Maria C. Westkott. David Finkle begins by talking about how intellectual movie-going can be two things: intellectuals going to movies and/or people going to intellectual movies. Finkle discusses how there is no fall in intellectual movies since there are intellectual people still making movies. Roger Ebert explains what intellectual film and intellectual film going experience is. Ebert talks about three things that make movies more realistic. Annie Brody discusses the Hollywood standard of film making. Brody states why film going experiences need to be more meaningful and valuable as a cultural product. Judy Jackson briefly talks about documentary film making.","Program","","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Hellems Arts and Sciences 201","Ebert, Roger","Panelist","","","","","Finkle, David","Panelist","Brody, Annie","Panelist","Jackson, Judy","Panelist","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1989-04-12","","","","","","","","","","","","","1/8 inch audio cassette","audio/mpeg","Box 250, Tape 89-59","Sound","Audio/Original recording","MPEG Audio","audio/mp3","16:00:00-07:00","2:03:02","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","","CWA/Archives, University of Colorado at Boulder","sh","","","538954","468","89-59.output.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~538954~133264"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/px6n27523651","cwa_79-65.mp3","CWA/Archives, University of Colorado at Boulder","The Role of Smart Weapons in Non-Nuclear Forces","Program","Series XX: The Arms Race","Cold War (1945-1989)","http://id.worldcat.org/fast/1754978","Precision guided munitions--United States","local","Warfare, Conventional--Technological innovations","local","","","","","","","","","","","Moderated by Lloyd Weber. Philip Morrison begins by talking about how technology plays an important role in security issues. Morrison explains how large expenses in vehicles which remain extensive become more extensive. Raymond S. Sleeper talks about how warfare affects social conditions. Sleeper explains how social conditions developing around the world are within the people's influence. Sleeper then talks about model situations between the two conflicting systems. David Singer talks about how both the United States and Soviet Union are complex industrial societies with different kinds of interest groups.","Program","00:00:08 Lloyd Weber introduces speakers in speaking order: Philip Morrison, Raymond S. Sleeper, and David Singer 00:03:40 Philip Morrison begins 00:25:05 Morrison ends 00:26:39 Raymond S. Sleeper begins 00:38:15 Sleeper ends 00:39:41 David Singer begins 00:58:14 Singer ends 00:58:44 Questions from panel/audience begins 01:48:36 Tape ends","SegmentSequence","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","University Memorial Center Ballroom","Sleeper, Raymond S.","Panelist","","","","","Morrison, Philip","Panelist","Singer, David","Panelist","","","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1979-04-10","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","Box 153, Tape 79-65","Sound","Audio/Original recording","MPEG Audio","audio/mp3","16:00:00-07:00","1:48:36","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","http://cudl.colorado.edu/luna/servlet/s/hy3r3w","CWA/Archives, University of Colorado at Boulder","sh","Very poor audio quality","","489716","455","cwa_79-65.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~489716~129568"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/z97k3m22b23f","cwa_87-170.mp3","CWA/Archives, University of Colorado at Boulder","The Role of Sound Radio and Serious Writing","Program","Series XXXII: Media","Radio plays, American","http://id.worldcat.org/fast/1087437","Radio broadcasting","http://id.worldcat.org/fast/1087224","Radio","http://id.worldcat.org/fast/1087053","","","","","","","","","","","Moderated by Paul Danish. Laurie Taylor begins by talking about the decline in American radio drama and documentary. Taylor questions what has happened to the American radio. Maureen Buunyan talks about four areas where she has a connection with the radio. Buunyan also talks about her experience on television news and states that people who watch television are only watching and not listening. Lee Allen talks about a few observations on radio from a different aspect. Allen discusses the importance in radio outside the United States. Roger Ebert talks about how the radio could leave so much imagination and how sound create pictures in peoples mind.","Program","","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Education 220","Ebert, Roger","Panelist","","","","","Taylor, Laurie","Panelist","Allen, Lee","Panelist","Buunyan, Maureen","Panelist","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1987-04-10","","","","","","","","","","","","","1/8 inch audio cassette","audio/mpeg","Box 242, Tape 87-170","Sound","Audio/Original recording","MPEG Audio","audio/mp3","16:00:00-07:00","2:00:55","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","","CWA/Archives, University of Colorado at Boulder","sh","","","538882","468","87-170.output.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~538882~133255"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/wt5b9g99n6tc","cwa_64-23.mp3","CWA/Archives, University of Colorado at Boulder","The Role of the Artist in the Future","Program","Series IX: Art","Artists","http://id.worldcat.org/fast/817559","Architects","http://id.worldcat.org/fast/813114","Technology","http://id.worldcat.org/fast/1145078","Art","http://id.worldcat.org/fast/815177","Art--Study and teaching","http://id.worldcat.org/fast/815338","","","","","","","Moderated by Alden Megrew; 00:08 Megrew begins by stating that Louise Nevelson could not make the panel discussion and Bella Schaeffer will talk in her place. He continues to introduce the panel and topic; 02:15 Bella Schaeffer begins her discussion by stating she wants to consider all creative artists since there is an interrelationship between all mediums of art. She also talks about technology and the advancement of industry. She hopes the economic conditions of the artist will not have problems in the future; 03:36 Schaeffer continues to talk about the artist in the industry; 04:12 [Paul Thomas] begins his discussion. He starts by talking about architecture and the architect in the future. He also mentions the future of industry and the architect; 06:30 Thomas talks about the technology used today for architecture. He mentions that buildings are constructed by computer; 07:48 Thomas also talks about more teamwork in architecture. He worries that group ideas will be a problem in the future; 08:22 Thomas also talks about the bigger architects versus the smaller architects. He mentions that the big architects become businessmen to keep clients while the smaller architects are the more skilled architects; 09:40 Thomas talks about the arts in general. He is sad to see so much talent used in industry and advertising. He thinks there is an alienation between art from life. He talks about the trends he sees in his graduate school with students wanting to make a cultural center that can accommodate many arts; 14:30 Malcom Bradbury begins his discussion. He talks about the people who live closely to artistic values; 15:55 Bradbury mentions he is interested in the literary artist. He also talks about the literary intellectual; 17:40 Bradbury talks about the difference in literary history between England and the United States. He also talks about the alienation of the American writer; 22:44 Bradbury talks about an active creative instinct for the future and artists will have to adapt to technology in the future. He proposes the creation of a new kind of artist for the future; 24:18 Richard Schlatter begins his discussion. He admits he does not know that much about the topic but agrees with what Mr. Bradbury said; 25:32 Schlatter mentions that Americans do not quite know where the artist fits in in American society. He talks about the entertainment provided by the artist in American culture; 27:18 Schlatter asks the other panelists about the role of the artist in the university and academic art; 30:00 Bradbury responds to Schlatterâ€™s question first about the student as an artist; 03:28 Thomas also mentions that there is a problem with the artist on the campus. He relates it to the architecture student and staff; 36:29 Schaeffer changes the topic back to the role of the artist in the future. She talks about conformity in a materialistic world; 39:26 First audience member asks Schaeffer what type of situation would be needed to produce the angry young man; 47:00 Audience member asks Bradbury if there is a correlation between experimentation and indignation; 50:26 Audience member asks about the artist retiring to the university; 56:22 Audience member asks about the potential for communication using technology; 01:00:28 Audience member asks about the writer, J. D. Salinger; 01:01:45 Audience member asks about the future of music; 01:05:18 Audience member makes a follow up comment about music; 01:06:20 Audience member asks about a need for artists to record immediate human experience; 01:08:06 Audience member asks a question about music and experimentation; 01:09:03 Audience member asks how much art is in architecture today versus engineering; 01:12:40 Audience member states that most modern art contains crap and talks about the use of computers in art; 01:14:15 Audience member asks about young geniuses and the need to learn the tools; 01:15:58 Audience member asks about culture to produce good art and whether American artists are at a disadvantage because the United States has less limitations in society than other countries; 01:23:50 Audience member asks about the creative writing class; 01:24:40 Megrew ends the session.","Program","","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Old Main Chapel","Thomas, Paul","Panelist","","","","","Schaeffer, Bella","Panelist","Bradbury, Malcolm","Panelist","Schlatter, Richard","Panelist","[Nevelson, Louise]","Panelist","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1964-04-15","","","","","","","","","","","","","1/4 inch audio tape","audio/mpeg","","Sound","Audio/Original recording","MPEG Audio","audio/mp3","","1:25:06","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","","CWA/Archives, University of Colorado at Boulder","","","","355774","455","cwa_64-23.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~355774~128619"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/3c9v615702b4","cwa_72-85.mp3_1","CWA/Archives, University of Colorado at Boulder","The Sadistic Films","Program","Series XIII: The Media","Rape","http://id.worldcat.org/fast/1089970","Clockwork orange (Motion picture)","http://id.worldcat.org/fast/1357661","Violence","http://id.worldcat.org/fast/1167224","Criticism and interpretation","http://id.worldcat.org/fast/1198648","Motion pictures","http://id.worldcat.org/fast/1027285","","","","","","","Moderated by Forrest Williams. Marya Mannes begins by talking about how young audiences were laughing during a rape scene in the movie Clockwork Orange. Marya expresses her distaste in such a happy response to violence. Marya then states how frequent use of violence in films is a conscious rape against the sensibility of what's left in the audience. Robert Ebert agrees with Mannes regarding Clockwork Orange and briefly talks about violence in films and critics. Then a discussion between Mannes and Ebert starts with Mannes talking about how criticism isn't just confined to films. Mannes asks Ebert if French films use violence in the extent Americans do.","Program","","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Cristol Chemistry and Biochemistry 132","Mannes, Marya","Panelist","","","","","Ebert, Roger","Panelist","","","","","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1972-03-17","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","Box 101, Tape 72-85","Sound","Audio/Original recording","MPEG Audio","audio/mp3","14:10:00-07:00","1:36:18","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","","CWA/Archives, University of Colorado at Boulder","sh","","","538495","468","72-85.output_1.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~538495~133212"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/c75q7g694308","cwa_61-20.mp3","CWA/Archives, University of Colorado at Boulder","The Secretary General Takes Over","Program","United Nations as a Changing System","International relations","http://id.worldcat.org/fast/977053","United Nations","http://id.worldcat.org/fast/530351","United Nations. General Assembly","http://id.worldcat.org/fast/529526","","","","","","","","","","","The discussion explains the function of the United Nations secretary general, needed when extreme fluctuations and changes occur due to tension of the world. The secretariat is comprised of the secretary general, who is the chief administrative officer of organization and is appointed by the UN general assembly. The General's role is to harmonize and strengthen international relations and actions. For the future, the secretariat might look at defining the rule of power in nations, and presenting in specifics what they are in favor for.","Program","@00:03 speaker A begins @10:20 speaker A ends/ B begins @15:05 speaker B ends / C begins @26:45 speaker c ends / D begins @34:32 panel discussion @50:30 tape ends","SegmentSequence","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","University Memorial Center Ballroom","Cory, Robert Jr","Panelist","","","","","Schnachner, Bruno","Panelist","Urquhart, Brian","Panelist","","","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1961-04-14","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","Box 17, Tape 61-20","Sound","Audio/Original recording","MPEG Audio","audio/mp3","10:00:00-07:00","0:50:30","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","http://cudl.colorado.edu/luna/servlet/s/jj33l1","CWA/Archives, University of Colorado at Boulder","","","","472839","455","cwa_61-20.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~472839~128539"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/vs1h0675f4s0","cwa_74-45.mp3","CWA/Archives, University of Colorado at Boulder","The Societal Aetiology of Terrorism","Program","Series XV: Terrorism","Violence","http://id.worldcat.org/fast/1167224","Violence in mass media","http://id.worldcat.org/fast/1167284","Terrorism","http://id.worldcat.org/fast/1148101","","","","","","","","","","","Moderated by Thomas D. Bird. H. Bruce Franklin begins by talking about the two most violent events in human history caused by the United States. Franklin suggests that in order to deal with violence historically, one has to look at the root causes of violence that took place within a society. Russell Baker talks about how acts of terror are instantly communicated with all worlds through the media. H. Bruce Franklin talks about terrorism as a phenomenon in the 20th century. Franklin states that the most sensationalized acts of terrorism are from the acts committed by the state.","Program","","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","University Memorial Center Ballroom","Baker, Russell","Panelist","","","","","Ebert, Roger","Panelist","Franklin, H. Bruce","Panelist","","","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1974-03-13","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","Box 114, Tape 74-45","Sound","Audio/Original recording","MPEG Audio","audio/mp3","16:00:00-07:00","1:26:24","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","","CWA/Archives, University of Colorado at Boulder","sh","","","538576","468","74-45.output.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~538576~133221"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/g89d0p29p9mk","cwa_69-99.mp3","CWA/Archives, University of Colorado at Boulder","The Span of Arms Control","Program","Series XVII: Arms Control","Nuclear arms control--Verification","http://id.worldcat.org/fast/1039895","Arms control--Verification","http://id.worldcat.org/fast/814923","Treaty Banning Nuclear Weapon Tests in the Atmosphere, in Outer Space and Under Water (1963 August 5)","http://id.worldcat.org/fast/1773819","","","","","","","","","","","Moderated by Jack H. Gore. Robert C. Brictson lists some of the key features necessary for a successful arms control. Vadim Loginov outlines the Soviet Union's position on arms control. Leslie C. Green argues that arms control is impractical because, historically, arms control could only be established with weapons that were outdated at the current time. Dr. Bran states his ""layman's view"" on arms control. [(Some portions of this recording are partially indecipherable. These portions are indicated by asterisks in the SegmentSequence section.)","Program","00:00:35 Jack H. Gore begins* 00:02:48 Gore ends* 00:02:49 Robert C. Brictson begins 00:17:10 Brictson ends 00:17:18 Vadim Loginov begins* 00:19:51 Loginov ends* 00:20:04 Leslie C. Green begins 00:30:59 Green ends 00:31:00 Gore begins 00:31:57 Gore ends 00:31:58 Bran begins* 00:33:33 Bran ends 00:33:34 Discussion between the panelists begins 00:42:15 Questions from the audience begin 01:30:51 End of tape","SegmentSequence","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Memorial Forum","Parrot, Kent K.","Panelist","","","","","Brictson, Robert C.","Panelist","Green, Leslie C., 1920-","Panelist","Loginov, Vadim","Panelist","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1969-04-18","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","Box 74, Tape 69-99","Sound","Audio/Original recording","MPEG Audio","audio/mp3","16:10:00-07:00","1:31:51","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","http://cudl.colorado.edu/luna/servlet/s/hi52v5","CWA/Archives, University of Colorado at Boulder","NLB / jz","","","489520","455","cwa_69-99.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~489520~129540"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/2h2n5m42150v","cwa_93-18.mp3","CWA/Archives, University of Colorado at Boulder","The State of the Crown","Program","Plenary session","Monarchy--Great Britain","http://id.loc.gov/authorities/subjects/sh85086680","Great Britain--Politics and government--1979-1997","http://id.loc.gov/authorities/subjects/sh85056924","Tabloid newspapers--Great Britain","local","Diana, Princess of Wales, 1961-1997","http://id.worldcat.org/fast/75257","English wit and humor","http://id.worldcat.org/fast/912412","Celebrities--Great Britain","local","","","","","@00:02:14 Dusty Blades begins @00:03:49 Blades ends @00:03:54 Skit begins @00:10:25 Skit ends @00:10:54 Jurek Martin begins @00:22:49 Martin ends @00:23:00 New panelist begins @00:27:27 Panelist ends @00:27:39 New panelist begins @00:40:32 Panelist ends @","SegmentSequence","Moderated by Dusty Blades (James N. Corbridge, presiding). All panelists begin the session with a satirical performance of British newscast. Martin then criticizes the current state of the British monarchy as becoming too much like celebrities and unnecessary for the British people. The rest of the panelists agree with Martin in criticizing the functions and publicity of the British royal family. All panelists speak in a humorous tone. Questions from the audience both criticize and support the panelists' positions.","Program","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","University Memorial Center Ballroom","Pringle, Peter","Speaker","","","","","Elliott, Michael (Michael John)","Speaker","Walker, Martin","Speaker","Morton, James S.","Speaker","Martin, Jurek","Speaker","Hoggart, Simon, 1946-","Speaker","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1993-04-09","","","","","","","","","","","","","VHS","audio/mpeg","Box 300, Tape 93-18","Sound","Audio/Original recording","MPEG Audio","audio/mp3","12:00:00-07:00","0:56:14","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","http://cudl.colorado.edu/luna/servlet/s/3669x5","CWA/Archives, University of Colorado at Boulder","This is a video.","","","356284","455","cwa_93-18.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~356284~128702"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/0m5p6k97v8hz","cwa_69-4P.mp3","CWA/Archives, University of Colorado at Boulder","The student revolution","Program","Plenary Session","Student movements--United States","http://id.loc.gov/authorities/subjects/sh00009929","Student movements--Europe","local","Universities and colleges--United States","http://id.loc.gov/authorities/subjects/sh85141149","Education, Higher--United States","http://id.loc.gov/authorities/subjects/sh95008672","Social change--United States","http://id.loc.gov/authorities/subjects/sh2008111171","","","","","","","Professor Taylor spoke about the crisis on college campuses and student unrest. The students are agents of change who represent the character and needs of the society in which they find themselves. He compared student movements in America and Europe and spoke to what the universities can do to provide a university experience which will enable the students to recognize their potential. Chairman Courtland Peterson presiding.","Program","00:21 - 05:03 - Moderator introduces speaker 05:12 - 59:20 - Speaker 59:37 - Moderator Adjourns","Segment Sequence","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Macky Auditorium","Taylor, Harold, 1914-","Speaker","","","","","","","","","","","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1969-04-15","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","Box 66, tape 69-4P","Sound","Audio/Original recording","MPEG Audio","audio/mp3","11:00:00-07:00","59:37:00","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","http://cudl.colorado.edu/luna/servlet/s/s0tw27","CWA/Archives, University of Colorado at Boulder","","","","355894","455","cwa_69-4P.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~355894~125053"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/5b194k22h7wb","cwa_86-31.mp3","CWA/Archives, University of Colorado at Boulder","The Trend Toward More and More Teenage Movies","Program","Series XXXI: Entertainment","Teen films","http://id.worldcat.org/fast/1733448","Motion pictures","http://id.worldcat.org/fast/1027285","Feature films","http://id.worldcat.org/fast/922105","","","","","","","","","","","Moderated by Patrick F. Crane; 04:18 Crane introduces the panel; 05:32 Roger Ebert begins his discussion; 06:00 Ebert mentions that as a child and teenager he was able to learn more about the larger world and adults by watching movies; 07:50 Ebert talks about the sex education teenagers receive from movies and how most of the characters in these movies are not even adults, they are high school and college kids. He states the current sex symbol is Molly Ringwald at 17 years old with her third hit movie; 20:20 Ebert talks about his time as a Hollywood screenwriter; 32:44 Crane introduces the next unidentified panelist; 35:40 Panelist states he hopes teenage movies continue to get made. He also mentions there is a lot of popular music coming out of teenage movies; 45:55 Third unidentified panelist is introduced; 54:10 Panelist talks about filmmakers; 01:05:57 Unidentified panelist talks about film awards and the positive aspect of teenage movies; 01:07:00 Audience asks questions. First audience member asks Ebert if horror films are going in a bad direction; 01:11:25 Audience member asks the panel for their opinion on the bad and good teenage movies; 01:27:15 Audience member asks if these movies actually reflect teenagers today, or if they are provoking certain behaviors in teenagers; 01:31:53 Audience member states that our imagination does not matter anymore and the movies just show you everything; 01:56:50 Audience member asks about sex in the movies such as â€œFast Times at Ridgemont Highâ€ and whether these movies are trying to teach a valid lesson; 02:01:29 Audience member asks the panelists for their opinion regarding which film, in general,should have won the Academy Award that year; 04:04:00 Panel ends.","Program","[cataloger's note: layer of static or feedback occurs when speakers talk. Difficult to decipher who is talking and what is said throughout]","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Memorial 235","Ebert, Roger","Panelist","","","","","Jay, Ricky","Panelist","Ivanovitch, Douglas","Panelist","[Finkle, David]","Panelist","[Schoffman, Stuart]","Panelist","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1986-04-07","","","","","","","","","","","","","1/4 inch audio cassette","audio/mpeg","","Sound","Audio/Original recording","MPEG Audio","audio/mp3","","2:05:21","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","","CWA/Archives, University of Colorado at Boulder","","","","538828","468","86-31.output.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~538828~133250"
"Conference On World Affairs Archives","","","https://ark.colorado.edu/ark:/47540/w3985z1165c2","cwa_87-99.mp3","CWA/Archives, University of Colorado at Boulder","The Trend Toward Teenage Movies","Program","Series XXXI: Film","Teen films","http://id.worldcat.org/fast/1710415","Videocassette recorders","http://id.worldcat.org/fast/1166572","Social change","http://id.worldcat.org/fast/1122310","","","","","","","","","","","Moderated by Georgiana Colville. Roger Ebert begins by talking about how the trend towards teenage movies is over. Ebert then discusses two types of teenage movies: dead teenager movies and horny teenager movies. Molly Ivins states that there are other kinds of films aimed towards young people other than the ones Ebert has mentioned. Johnn Mendel briefly states how people are getting a better shot at film. Habibullah Tegey talks about how the video cassette machine is not only affecting the present market of the movie, but also the social changes and social relations in American society.","Program","","","Panel discussions","http://id.loc.gov/authorities/genreForms/gf2015026010","","Environmental Design 134","Ebert, Roger","Panelist","","","","","Ivins, Molly","Panelist","Tegey, Habibullah","Panelist","Mandel, Johnny","Panelist","","","","","","","","","","","CWA/Archives, University of Colorado at Boulder","Publisher","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","1987-04-08","","","","","","","","","","","","","1/8 inch audio cassette","audio/mpeg","Box 239, Tape 87-99","Sound","Audio/Original recording","MPEG Audio","audio/mp3","16:00:00-07:00","1:33:47","128 kbps","16 bits","44.1 kHz","1 audio track","dual-channel mono","English","","CWA/Archives, University of Colorado at Boulder","sh","","","538900","455","87-99.output.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~57~57~538900~133257"
